´txyR,(ðÉH>ìtOÍ‘À4Z(Ïý73;31;0;34;0;19;0;0;x
68;25;0;34;0;20;0;0;x
75;27;0;34;0;20;0;0;x
74;21;0;28;0;20;0;0;x
67;26;0;28;0;20;0;0;x
67;36;0;28;0;20;0;0;x
64;36;0;28;0;20;0;0;x
63;27;0;28;0;20;0;15;x
57;28;0;28;0;20;0;15;x
57;28;20;28;0;20;0;15;x
57;28;20;28;0;19;0;15;x
57;26;20;29;0;19;0;15;x
68;22;20;33;0;19;0;15;x
60;18;20;33;0;19;0;15;x
58;18;20;33;0;19;0;15;x
58;18;20;33;0;19;0;17;x
59;30;20;33;0;19;0;9;x
77;24;20;31;0;19;14;9;x
52;26;12;29;0;19;17;9;x
39;39;25;29;0;17;17;9;x
67;39;25;29;0;17;17;9;x
60;26;25;31;0;17;17;9;x
60;26;25;31;0;17;17;9;x
64;26;25;31;0;17;17;9;x
56;26;25;20;0;17;17;9;x
61;26;25;20;0;13;17;9;x
60;30;25;20;0;13;14;9;x
59;30;25;20;0;13;16;22;x
62;29;25;24;0;13;16;22;x
70;27;25;32;0;13;16;22;x
61;26;25;28;0;13;16;18;x
47;37;25;28;0;13;14;18;x
45;36;25;28;0;13;22;18;x
