È¤lÌÉãX’,øÀd>|ðàðÃ8Ih41;59;0;0;0;0;44;0;x
35;36;0;0;18;0;66;65;x
32;41;0;0;18;40;39;40;x
32;39;0;0;15;39;39;39;x
32;36;0;0;15;52;42;40;x
32;34;0;0;15;28;39;40;x
32;35;0;0;15;36;39;40;x
32;35;0;0;21;36;39;35;x
22;36;0;0;20;36;38;38;x
22;53;0;0;21;53;52;52;x
22;40;0;0;21;53;52;52;x
22;36;0;0;23;65;52;66;x
22;38;0;0;23;65;52;66;x
22;46;0;0;28;65;52;53;x
27;33;0;0;28;65;58;47;x
32;32;0;0;28;57;56;55;x
20;38;0;0;28;39;39;37;x
20;29;0;0;20;42;39;39;x
20;39;0;0;12;38;38;39;x
20;39;0;0;17;38;53;39;x
20;39;0;0;21;58;58;58;x
27;35;0;0;19;65;63;63;x
26;42;0;0;25;65;63;41;x
26;37;0;0;25;65;63;59;x
26;37;0;0;21;54;55;46;x
26;55;0;0;14;54;55;53;x
25;37;0;0;22;55;55;47;x
32;39;0;0;21;63;64;62;x
31;46;0;0;21;63;64;61;x
31;44;0;0;17;67;68;69;x
31;37;0;0;25;52;52;52;x
31;43;0;0;23;37;52;38;x
31;42;0;0;23;45;52;44;x
31;44;0;0;21;45;58;51;x
31;44;0;0;28;45;47;47;x
31;42;0;0;24;45;47;46;x
31;42;0;0;24;43;43;44;x
31;42;0;0;28;47;46;44;x
39;40;0;8;24;54;55;54;x
