´txiR,hðÉH>ìtOÍ‘À4Z(Ïÿ0;49;0;0;27;0;41;39;x
0;49;0;0;31;0;33;39;x
0;60;0;0;36;32;33;39;x
0;70;0;0;37;32;33;39;x
0;55;0;0;30;32;30;30;x
47;36;20;17;28;32;30;26;x
44;40;24;17;24;32;34;26;x
45;64;23;17;32;32;34;26;x
45;45;30;17;32;32;34;33;x
45;45;30;17;32;32;36;37;x
45;50;22;17;32;32;31;31;x
45;55;22;17;32;32;31;31;x
45;67;22;16;32;37;31;31;x
35;44;23;16;32;33;31;37;x
35;44;27;16;32;33;34;37;x
35;42;27;16;32;33;32;33;x
35;48;27;16;32;33;39;33;x
35;59;27;16;32;37;33;33;x
45;70;27;16;32;27;33;33;x
45;46;27;16;32;27;39;38;x
45;68;27;16;32;27;43;38;x
45;70;27;16;32;27;28;38;x
45;57;27;16;32;27;28;24;x
44;48;30;16;32;27;28;26;x
46;48;25;16;32;27;29;34;x
38;62;25;16;32;27;34;33;x
33;71;25;16;32;27;34;33;x
33;65;25;16;32;34;34;33;x
33;68;25;16;32;34;34;33;x
33;70;25;16;32;34;30;31;x
47;52;28;16;32;34;35;31;x
47;46;28;16;32;34;35;31;x
37;47;19;16;32;25;35;23;x
