2dN,4`lLMØl`<ll48xäRè0;48;0;0;0;0;24;0;x
0;38;0;0;0;21;24;0;x
18;42;0;0;0;21;24;0;x
18;36;0;0;0;21;24;19;x
18;40;0;0;0;21;24;19;x
18;45;0;0;0;21;24;19;x
18;37;0;0;0;14;24;19;x
18;35;0;0;0;14;24;21;x
18;43;0;0;0;14;24;21;x
18;43;0;0;0;14;24;22;x
18;41;0;0;0;18;24;22;x
18;47;0;0;0;23;24;22;x
18;40;0;0;0;20;24;22;x
18;40;0;0;0;20;24;22;x
20;42;0;0;0;20;24;22;x
20;39;0;0;0;20;24;22;x
20;40;0;0;0;27;24;22;x
ÈHìè‰hl,xË¨øt`ðà8IÐÿ0;49;0;0;67;0;0;0;x
0;42;0;0;41;0;25;0;x
0;41;0;0;47;18;25;0;x
0;37;0;0;47;18;25;0;x
11;39;0;0;48;22;25;0;x
11;42;0;0;49;22;25;21;x
11;37;0;0;43;22;25;21;x
11;56;0;0;39;22;25;21;x
11;38;28;0;62;22;25;21;x
22;45;43;0;55;22;25;21;x
22;48;43;0;49;22;25;21;x
22;30;32;0;61;22;17;21;x
22;39;37;0;43;22;17;21;x
22;40;45;0;56;22;17;21;x
22;45;42;0;58;28;17;29;x
22;60;34;0;55;28;17;32;x
22;51;34;0;48;28;29;29;x
21;63;34;0;45;30;29;29;x
21;44;34;0;64;30;29;29;x
21;39;34;0;48;30;29;23;x
21;31;34;0;40;30;29;24;x
23;42;34;0;44;30;29;24;x
18;35;13;0;42;23;29;24;x
18;43;13;0;39;23;29;24;x
18;37;13;0;40;19;29;18;x
18;40;13;0;41;19;29;18;x
18;36;13;0;44;19;21;18;x
18;41;13;0;41;19;21;18;x
18;41;13;0;40;19;21;17;x
19;36;13;0;44;19;21;17;x
19;38;13;0;49;19;21;17;x
19;41;13;0;59;19;25;17;x
